PeriodEnd,PeriodStart,Period,Dhi,Dni,Ghi
2021-11-24T07:00:00Z,2021-11-24T06:00:00Z,PT60M,0,0,0
2021-11-24T08:00:00Z,2021-11-24T07:00:00Z,PT60M,0,0,0
2021-11-24T09:00:00Z,2021-11-24T08:00:00Z,PT60M,0,0,0
2021-11-24T10:00:00Z,2021-11-24T09:00:00Z,PT60M,7,0,7
2021-11-24T11:00:00Z,2021-11-24T10:00:00Z,PT60M,61,0,61
2021-11-24T12:00:00Z,2021-11-24T11:00:00Z,PT60M,114,0,114
2021-11-24T13:00:00Z,2021-11-24T12:00:00Z,PT60M,185,0,185
2021-11-24T14:00:00Z,2021-11-24T13:00:00Z,PT60M,294,0,294
2021-11-24T15:00:00Z,2021-11-24T14:00:00Z,PT60M,230,0,230
2021-11-24T16:00:00Z,2021-11-24T15:00:00Z,PT60M,376,104,476
2021-11-24T17:00:00Z,2021-11-24T16:00:00Z,PT60M,232,795,1004
2021-11-24T18:00:00Z,2021-11-24T17:00:00Z,PT60M,157,897,1004
2021-11-24T19:00:00Z,2021-11-24T18:00:00Z,PT60M,122,918,917
2021-11-24T20:00:00Z,2021-11-24T19:00:00Z,PT60M,103,898,771
2021-11-24T21:00:00Z,2021-11-24T20:00:00Z,PT60M,85,846,578
2021-11-24T22:00:00Z,2021-11-24T21:00:00Z,PT60M,64,743,360
2021-11-24T23:00:00Z,2021-11-24T22:00:00Z,PT60M,39,535,148
2021-11-25T00:00:00Z,2021-11-24T23:00:00Z,PT60M,7,23,10
2021-11-25T01:00:00Z,2021-11-25T00:00:00Z,PT60M,0,0,0
2021-11-25T02:00:00Z,2021-11-25T01:00:00Z,PT60M,0,0,0
2021-11-25T03:00:00Z,2021-11-25T02:00:00Z,PT60M,0,0,0
2021-11-25T04:00:00Z,2021-11-25T03:00:00Z,PT60M,0,0,0
2021-11-25T05:00:00Z,2021-11-25T04:00:00Z,PT60M,0,0,0
2021-11-25T06:00:00Z,2021-11-25T05:00:00Z,PT60M,0,0,0
2021-11-25T07:00:00Z,2021-11-25T06:00:00Z,PT60M,0,0,0
2021-11-25T08:00:00Z,2021-11-25T07:00:00Z,PT60M,0,0,0
2021-11-25T09:00:00Z,2021-11-25T08:00:00Z,PT60M,0,0,0
2021-11-25T10:00:00Z,2021-11-25T09:00:00Z,PT60M,6,73,12
2021-11-25T11:00:00Z,2021-11-25T10:00:00Z,PT60M,35,577,152
2021-11-25T12:00:00Z,2021-11-25T11:00:00Z,PT60M,54,792,369
2021-11-25T13:00:00Z,2021-11-25T12:00:00Z,PT60M,66,900,591
2021-11-25T14:00:00Z,2021-11-25T13:00:00Z,PT60M,76,959,789
2021-11-25T15:00:00Z,2021-11-25T14:00:00Z,PT60M,82,990,941
2021-11-25T16:00:00Z,2021-11-25T15:00:00Z,PT60M,85,1005,1035
2021-11-25T17:00:00Z,2021-11-25T16:00:00Z,PT60M,88,1008,1068
2021-11-25T18:00:00Z,2021-11-25T17:00:00Z,PT60M,87,1001,1034
2021-11-25T19:00:00Z,2021-11-25T18:00:00Z,PT60M,82,985,937
2021-11-25T20:00:00Z,2021-11-25T19:00:00Z,PT60M,77,948,784
2021-11-25T21:00:00Z,2021-11-25T20:00:00Z,PT60M,69,883,586
2021-11-25T22:00:00Z,2021-11-25T21:00:00Z,PT60M,57,771,365
2021-11-25T23:00:00Z,2021-11-25T22:00:00Z,PT60M,39,541,151
2021-11-26T00:00:00Z,2021-11-25T23:00:00Z,PT60M,8,29,11
2021-11-26T01:00:00Z,2021-11-26T00:00:00Z,PT60M,0,0,0
2021-11-26T02:00:00Z,2021-11-26T01:00:00Z,PT60M,0,0,0
2021-11-26T03:00:00Z,2021-11-26T02:00:00Z,PT60M,0,0,0
2021-11-26T04:00:00Z,2021-11-26T03:00:00Z,PT60M,0,0,0
2021-11-26T05:00:00Z,2021-11-26T04:00:00Z,PT60M,0,0,0
2021-11-26T06:00:00Z,2021-11-26T05:00:00Z,PT60M,0,0,0
2021-11-26T07:00:00Z,2021-11-26T06:00:00Z,PT60M,0,0,0
2021-11-26T08:00:00Z,2021-11-26T07:00:00Z,PT60M,0,0,0
2021-11-26T09:00:00Z,2021-11-26T08:00:00Z,PT60M,0,0,0
2021-11-26T10:00:00Z,2021-11-26T09:00:00Z,PT60M,8,32,11
2021-11-26T11:00:00Z,2021-11-26T10:00:00Z,PT60M,48,444,144
2021-11-26T12:00:00Z,2021-11-26T11:00:00Z,PT60M,81,673,351
2021-11-26T13:00:00Z,2021-11-26T12:00:00Z,PT60M,82,849,577
2021-11-26T14:00:00Z,2021-11-26T13:00:00Z,PT60M,94,910,772
2021-11-26T15:00:00Z,2021-11-26T14:00:00Z,PT60M,107,937,920
2021-11-26T16:00:00Z,2021-11-26T15:00:00Z,PT60M,131,926,1007
2021-11-26T17:00:00Z,2021-11-26T16:00:00Z,PT60M,143,916,1034
2021-11-26T18:00:00Z,2021-11-26T17:00:00Z,PT60M,145,903,1000
2021-11-26T19:00:00Z,2021-11-26T18:00:00Z,PT60M,123,903,909
2021-11-26T20:00:00Z,2021-11-26T19:00:00Z,PT60M,111,868,760
2021-11-26T21:00:00Z,2021-11-26T20:00:00Z,PT60M,97,799,567
2021-11-26T22:00:00Z,2021-11-26T21:00:00Z,PT60M,77,679,351
2021-11-26T23:00:00Z,2021-11-26T22:00:00Z,PT60M,51,417,141
2021-11-27T00:00:00Z,2021-11-26T23:00:00Z,PT60M,9,13,10
2021-11-27T01:00:00Z,2021-11-27T00:00:00Z,PT60M,0,0,0
2021-11-27T02:00:00Z,2021-11-27T01:00:00Z,PT60M,0,0,0
2021-11-27T03:00:00Z,2021-11-27T02:00:00Z,PT60M,0,0,0
2021-11-27T04:00:00Z,2021-11-27T03:00:00Z,PT60M,0,0,0
2021-11-27T05:00:00Z,2021-11-27T04:00:00Z,PT60M,0,0,0
2021-11-27T06:00:00Z,2021-11-27T05:00:00Z,PT60M,0,0,0
2021-11-27T07:00:00Z,2021-11-27T06:00:00Z,PT60M,0,0,0
2021-11-27T08:00:00Z,2021-11-27T07:00:00Z,PT60M,0,0,0
2021-11-27T09:00:00Z,2021-11-27T08:00:00Z,PT60M,0,0,0
2021-11-27T10:00:00Z,2021-11-27T09:00:00Z,PT60M,7,0,7
2021-11-27T11:00:00Z,2021-11-27T10:00:00Z,PT60M,62,0,62
2021-11-27T12:00:00Z,2021-11-27T11:00:00Z,PT60M,108,0,108
2021-11-27T13:00:00Z,2021-11-27T12:00:00Z,PT60M,199,0,199
2021-11-27T14:00:00Z,2021-11-27T13:00:00Z,PT60M,197,0,197
2021-11-27T15:00:00Z,2021-11-27T14:00:00Z,PT60M,448,74,514
2021-11-27T16:00:00Z,2021-11-27T15:00:00Z,PT60M,410,381,771
2021-11-27T17:00:00Z,2021-11-27T16:00:00Z,PT60M,336,573,893
2021-11-27T18:00:00Z,2021-11-27T17:00:00Z,PT60M,172,863,989
2021-11-27T19:00:00Z,2021-11-27T18:00:00Z,PT60M,172,828,893
2021-11-27T20:00:00Z,2021-11-27T19:00:00Z,PT60M,110,879,769
2021-11-27T21:00:00Z,2021-11-27T20:00:00Z,PT60M,90,828,578
2021-11-27T22:00:00Z,2021-11-27T21:00:00Z,PT60M,69,722,361
2021-11-27T23:00:00Z,2021-11-27T22:00:00Z,PT60M,43,512,151
2021-11-28T00:00:00Z,2021-11-27T23:00:00Z,PT60M,9,30,12
2021-11-28T01:00:00Z,2021-11-28T00:00:00Z,PT60M,0,0,0
2021-11-28T02:00:00Z,2021-11-28T01:00:00Z,PT60M,0,0,0
2021-11-28T03:00:00Z,2021-11-28T02:00:00Z,PT60M,0,0,0
2021-11-28T04:00:00Z,2021-11-28T03:00:00Z,PT60M,0,0,0
2021-11-28T05:00:00Z,2021-11-28T04:00:00Z,PT60M,0,0,0
2021-11-28T06:00:00Z,2021-11-28T05:00:00Z,PT60M,0,0,0
2021-11-28T07:00:00Z,2021-11-28T06:00:00Z,PT60M,0,0,0
2021-11-28T08:00:00Z,2021-11-28T07:00:00Z,PT60M,0,0,0
2021-11-28T09:00:00Z,2021-11-28T08:00:00Z,PT60M,0,0,0
2021-11-28T10:00:00Z,2021-11-28T09:00:00Z,PT60M,6,79,13
2021-11-28T11:00:00Z,2021-11-28T10:00:00Z,PT60M,36,575,153
2021-11-28T12:00:00Z,2021-11-28T11:00:00Z,PT60M,54,787,368
2021-11-28T13:00:00Z,2021-11-28T12:00:00Z,PT60M,65,897,590
2021-11-28T14:00:00Z,2021-11-28T13:00:00Z,PT60M,73,959,788
2021-11-28T15:00:00Z,2021-11-28T14:00:00Z,PT60M,78,994,941
2021-11-28T16:00:00Z,2021-11-28T15:00:00Z,PT60M,81,1010,1037
2021-11-28T17:00:00Z,2021-11-28T16:00:00Z,PT60M,82,1015,1071
2021-11-28T18:00:00Z,2021-11-28T17:00:00Z,PT60M,82,1010,1040
2021-11-28T19:00:00Z,2021-11-28T18:00:00Z,PT60M,80,993,946
2021-11-28T20:00:00Z,2021-11-28T19:00:00Z,PT60M,75,959,796
2021-11-28T21:00:00Z,2021-11-28T20:00:00Z,PT60M,68,897,599
2021-11-28T22:00:00Z,2021-11-28T21:00:00Z,PT60M,56,788,377
2021-11-28T23:00:00Z,2021-11-28T22:00:00Z,PT60M,38,578,161
2021-11-29T00:00:00Z,2021-11-28T23:00:00Z,PT60M,9,42,13
2021-11-29T01:00:00Z,2021-11-29T00:00:00Z,PT60M,0,0,0
2021-11-29T02:00:00Z,2021-11-29T01:00:00Z,PT60M,0,0,0
2021-11-29T03:00:00Z,2021-11-29T02:00:00Z,PT60M,0,0,0
2021-11-29T04:00:00Z,2021-11-29T03:00:00Z,PT60M,0,0,0
2021-11-29T05:00:00Z,2021-11-29T04:00:00Z,PT60M,0,0,0
2021-11-29T06:00:00Z,2021-11-29T05:00:00Z,PT60M,0,0,0
2021-11-29T07:00:00Z,2021-11-29T06:00:00Z,PT60M,0,0,0
2021-11-29T08:00:00Z,2021-11-29T07:00:00Z,PT60M,0,0,0
2021-11-29T09:00:00Z,2021-11-29T08:00:00Z,PT60M,0,0,0
2021-11-29T10:00:00Z,2021-11-29T09:00:00Z,PT60M,6,80,13
2021-11-29T11:00:00Z,2021-11-29T10:00:00Z,PT60M,36,571,153
2021-11-29T12:00:00Z,2021-11-29T11:00:00Z,PT60M,56,781,368
2021-11-29T13:00:00Z,2021-11-29T12:00:00Z,PT60M,70,887,588
2021-11-29T14:00:00Z,2021-11-29T13:00:00Z,PT60M,80,946,785
2021-11-29T15:00:00Z,2021-11-29T14:00:00Z,PT60M,88,976,936
2021-11-29T16:00:00Z,2021-11-29T15:00:00Z,PT60M,95,985,1028
2021-11-29T17:00:00Z,2021-11-29T16:00:00Z,PT60M,99,985,1060
2021-11-29T18:00:00Z,2021-11-29T17:00:00Z,PT60M,102,974,1027
2021-11-29T19:00:00Z,2021-11-29T18:00:00Z,PT60M,102,950,932
2021-11-29T20:00:00Z,2021-11-29T19:00:00Z,PT60M,97,908,781
2021-11-29T21:00:00Z,2021-11-29T20:00:00Z,PT60M,87,841,587
2021-11-29T22:00:00Z,2021-11-29T21:00:00Z,PT60M,70,727,368
2021-11-29T23:00:00Z,2021-11-29T22:00:00Z,PT60M,45,511,157
2021-11-30T00:00:00Z,2021-11-29T23:00:00Z,PT60M,10,31,13
2021-11-30T01:00:00Z,2021-11-30T00:00:00Z,PT60M,0,0,0
2021-11-30T02:00:00Z,2021-11-30T01:00:00Z,PT60M,0,0,0
2021-11-30T03:00:00Z,2021-11-30T02:00:00Z,PT60M,0,0,0
2021-11-30T04:00:00Z,2021-11-30T03:00:00Z,PT60M,0,0,0
2021-11-30T05:00:00Z,2021-11-30T04:00:00Z,PT60M,0,0,0
2021-11-30T06:00:00Z,2021-11-30T05:00:00Z,PT60M,0,0,0
2021-11-30T07:00:00Z,2021-11-30T06:00:00Z,PT60M,0,0,0
2021-11-30T08:00:00Z,2021-11-30T07:00:00Z,PT60M,0,0,0
2021-11-30T09:00:00Z,2021-11-30T08:00:00Z,PT60M,0,0,0
2021-11-30T10:00:00Z,2021-11-30T09:00:00Z,PT60M,8,39,11
2021-11-30T11:00:00Z,2021-11-30T10:00:00Z,PT60M,92,130,114
2021-11-30T12:00:00Z,2021-11-30T11:00:00Z,PT60M,196,168,271
2021-11-30T13:00:00Z,2021-11-30T12:00:00Z,PT60M,91,825,575
2021-11-30T14:00:00Z,2021-11-30T13:00:00Z,PT60M,250,601,691
2021-11-30T15:00:00Z,2021-11-30T14:00:00Z,PT60M,152,859,901
2021-11-30T16:00:00Z,2021-11-30T15:00:00Z,PT60M,156,887,997
2021-11-30T17:00:00Z,2021-11-30T16:00:00Z,PT60M,103,977,1056
2021-11-30T18:00:00Z,2021-11-30T17:00:00Z,PT60M,103,969,1024
2021-11-30T19:00:00Z,2021-11-30T18:00:00Z,PT60M,101,947,930
2021-11-30T20:00:00Z,2021-11-30T19:00:00Z,PT60M,94,912,782
2021-11-30T21:00:00Z,2021-11-30T20:00:00Z,PT60M,83,850,589
2021-11-30T22:00:00Z,2021-11-30T21:00:00Z,PT60M,66,742,372
2021-11-30T23:00:00Z,2021-11-30T22:00:00Z,PT60M,45,507,159
2021-12-01T00:00:00Z,2021-11-30T23:00:00Z,PT60M,11,38,14
2021-12-01T01:00:00Z,2021-12-01T00:00:00Z,PT60M,0,0,0
2021-12-01T02:00:00Z,2021-12-01T01:00:00Z,PT60M,0,0,0
2021-12-01T03:00:00Z,2021-12-01T02:00:00Z,PT60M,0,0,0
2021-12-01T04:00:00Z,2021-12-01T03:00:00Z,PT60M,0,0,0
2021-12-01T05:00:00Z,2021-12-01T04:00:00Z,PT60M,0,0,0
2021-12-01T06:00:00Z,2021-12-01T05:00:00Z,PT60M,0,0,0
2021-12-01T07:00:00Z,2021-12-01T06:00:00Z,PT60M,0,0,0
2021-12-01T08:00:00Z,2021-12-01T07:00:00Z,PT60M,0,0,0
2021-12-01T09:00:00Z,2021-12-01T08:00:00Z,PT60M,0,0,0
2021-12-01T10:00:00Z,2021-12-01T09:00:00Z,PT60M,9,8,10
2021-12-01T11:00:00Z,2021-12-01T10:00:00Z,PT60M,75,2,75
2021-12-01T12:00:00Z,2021-12-01T11:00:00Z,PT60M,151,0,151
2021-12-01T13:00:00Z,2021-12-01T12:00:00Z,PT60M,297,24,313
2021-12-01T14:00:00Z,2021-12-01T13:00:00Z,PT60M,207,661,711
2021-12-01T15:00:00Z,2021-12-01T14:00:00Z,PT60M,98,955,928
2021-12-01T16:00:00Z,2021-12-01T15:00:00Z,PT60M,110,961,1021
2021-12-01T17:00:00Z,2021-12-01T16:00:00Z,PT60M,113,965,1055
2021-12-01T18:00:00Z,2021-12-01T17:00:00Z,PT60M,112,960,1025
2021-12-01T19:00:00Z,2021-12-01T18:00:00Z,PT60M,104,947,935
2021-12-01T20:00:00Z,2021-12-01T19:00:00Z,PT60M,96,914,787
2021-12-01T21:00:00Z,2021-12-01T20:00:00Z,PT60M,83,855,594
2021-12-01T22:00:00Z,2021-12-01T21:00:00Z,PT60M,67,746,376
2021-12-01T23:00:00Z,2021-12-01T22:00:00Z,PT60M,45,527,163
2021-12-02T00:00:00Z,2021-12-01T23:00:00Z,PT60M,11,42,15
2021-12-02T01:00:00Z,2021-12-02T00:00:00Z,PT60M,0,0,0
2021-12-02T02:00:00Z,2021-12-02T01:00:00Z,PT60M,0,0,0
2021-12-02T03:00:00Z,2021-12-02T02:00:00Z,PT60M,0,0,0
2021-12-02T04:00:00Z,2021-12-02T03:00:00Z,PT60M,0,0,0
2021-12-02T05:00:00Z,2021-12-02T04:00:00Z,PT60M,0,0,0
2021-12-02T06:00:00Z,2021-12-02T05:00:00Z,PT60M,0,0,0
2021-12-02T07:00:00Z,2021-12-02T06:00:00Z,PT60M,0,0,0
2021-12-02T08:00:00Z,2021-12-02T07:00:00Z,PT60M,0,0,0
2021-12-02T09:00:00Z,2021-12-02T08:00:00Z,PT60M,0,0,0
2021-12-02T10:00:00Z,2021-12-02T09:00:00Z,PT60M,7,71,13
2021-12-02T11:00:00Z,2021-12-02T10:00:00Z,PT60M,41,531,151
2021-12-02T12:00:00Z,2021-12-02T11:00:00Z,PT60M,62,751,362
2021-12-02T13:00:00Z,2021-12-02T12:00:00Z,PT60M,78,861,581
2021-12-02T14:00:00Z,2021-12-02T13:00:00Z,PT60M,90,921,777
2021-12-02T15:00:00Z,2021-12-02T14:00:00Z,PT60M,99,953,927
2021-12-02T16:00:00Z,2021-12-02T15:00:00Z,PT60M,129,929,1009
2021-12-02T17:00:00Z,2021-12-02T16:00:00Z,PT60M,458,377,826
2021-12-02T18:00:00Z,2021-12-02T17:00:00Z,PT60M,246,739,951
2021-12-02T19:00:00Z,2021-12-02T18:00:00Z,PT60M,217,751,874
2021-12-02T20:00:00Z,2021-12-02T19:00:00Z,PT60M,124,852,771
2021-12-02T21:00:00Z,2021-12-02T20:00:00Z,PT60M,151,684,561
2021-12-02T22:00:00Z,2021-12-02T21:00:00Z,PT60M,75,716,373
2021-12-02T23:00:00Z,2021-12-02T22:00:00Z,PT60M,50,488,162
2021-12-03T00:00:00Z,2021-12-02T23:00:00Z,PT60M,12,42,16
2021-12-03T01:00:00Z,2021-12-03T00:00:00Z,PT60M,0,0,0
2021-12-03T02:00:00Z,2021-12-03T01:00:00Z,PT60M,0,0,0
2021-12-03T03:00:00Z,2021-12-03T02:00:00Z,PT60M,0,0,0
2021-12-03T04:00:00Z,2021-12-03T03:00:00Z,PT60M,0,0,0
2021-12-03T05:00:00Z,2021-12-03T04:00:00Z,PT60M,0,0,0
2021-12-03T06:00:00Z,2021-12-03T05:00:00Z,PT60M,0,0,0
2021-12-03T07:00:00Z,2021-12-03T06:00:00Z,PT60M,0,0,0
2021-12-03T08:00:00Z,2021-12-03T07:00:00Z,PT60M,0,0,0
2021-12-03T09:00:00Z,2021-12-03T08:00:00Z,PT60M,0,0,0
2021-12-03T10:00:00Z,2021-12-03T09:00:00Z,PT60M,7,63,13
2021-12-03T11:00:00Z,2021-12-03T10:00:00Z,PT60M,43,506,148
2021-12-03T12:00:00Z,2021-12-03T11:00:00Z,PT60M,65,738,360
2021-12-03T13:00:00Z,2021-12-03T12:00:00Z,PT60M,79,858,580
2021-12-03T14:00:00Z,2021-12-03T13:00:00Z,PT60M,88,926,777
2021-12-03T15:00:00Z,2021-12-03T14:00:00Z,PT60M,94,961,929
2021-12-03T16:00:00Z,2021-12-03T15:00:00Z,PT60M,101,974,1025
2021-12-03T17:00:00Z,2021-12-03T16:00:00Z,PT60M,103,978,1059
2021-12-03T18:00:00Z,2021-12-03T17:00:00Z,PT60M,103,972,1030
2021-12-03T19:00:00Z,2021-12-03T18:00:00Z,PT60M,98,956,938
2021-12-03T20:00:00Z,2021-12-03T19:00:00Z,PT60M,90,925,792
2021-12-03T21:00:00Z,2021-12-03T20:00:00Z,PT60M,79,867,601
2021-12-03T22:00:00Z,2021-12-03T21:00:00Z,PT60M,64,764,384
2021-12-03T23:00:00Z,2021-12-03T22:00:00Z,PT60M,44,551,170
2021-12-04T00:00:00Z,2021-12-03T23:00:00Z,PT60M,13,41,17
2021-12-04T01:00:00Z,2021-12-04T00:00:00Z,PT60M,0,0,0
2021-12-04T02:00:00Z,2021-12-04T01:00:00Z,PT60M,0,0,0
2021-12-04T03:00:00Z,2021-12-04T02:00:00Z,PT60M,0,0,0
2021-12-04T04:00:00Z,2021-12-04T03:00:00Z,PT60M,0,0,0
2021-12-04T05:00:00Z,2021-12-04T04:00:00Z,PT60M,0,0,0
2021-12-04T06:00:00Z,2021-12-04T05:00:00Z,PT60M,0,0,0
2021-12-04T07:00:00Z,2021-12-04T06:00:00Z,PT60M,0,0,0
2021-12-04T08:00:00Z,2021-12-04T07:00:00Z,PT60M,0,0,0
2021-12-04T09:00:00Z,2021-12-04T08:00:00Z,PT60M,0,0,0
2021-12-04T10:00:00Z,2021-12-04T09:00:00Z,PT60M,7,81,14
2021-12-04T11:00:00Z,2021-12-04T10:00:00Z,PT60M,38,568,155
2021-12-04T12:00:00Z,2021-12-04T11:00:00Z,PT60M,56,786,370
2021-12-04T13:00:00Z,2021-12-04T12:00:00Z,PT60M,68,897,593
2021-12-04T14:00:00Z,2021-12-04T13:00:00Z,PT60M,76,960,791
2021-12-04T15:00:00Z,2021-12-04T14:00:00Z,PT60M,81,994,945
2021-12-04T16:00:00Z,2021-12-04T15:00:00Z,PT60M,84,1009,1042
2021-12-04T17:00:00Z,2021-12-04T16:00:00Z,PT60M,86,1014,1077
2021-12-04T18:00:00Z,2021-12-04T17:00:00Z,PT60M,85,1008,1047
2021-12-04T19:00:00Z,2021-12-04T18:00:00Z,PT60M,84,989,955
2021-12-04T20:00:00Z,2021-12-04T19:00:00Z,PT60M,80,955,806
2021-12-04T21:00:00Z,2021-12-04T20:00:00Z,PT60M,72,896,613
2021-12-04T22:00:00Z,2021-12-04T21:00:00Z,PT60M,60,791,393
2021-12-04T23:00:00Z,2021-12-04T22:00:00Z,PT60M,42,580,176
2021-12-05T00:00:00Z,2021-12-04T23:00:00Z,PT60M,12,63,19
2021-12-05T01:00:00Z,2021-12-05T00:00:00Z,PT60M,0,0,0
2021-12-05T02:00:00Z,2021-12-05T01:00:00Z,PT60M,0,0,0
2021-12-05T03:00:00Z,2021-12-05T02:00:00Z,PT60M,0,0,0
2021-12-05T04:00:00Z,2021-12-05T03:00:00Z,PT60M,0,0,0
2021-12-05T05:00:00Z,2021-12-05T04:00:00Z,PT60M,0,0,0
2021-12-05T06:00:00Z,2021-12-05T05:00:00Z,PT60M,0,0,0
2021-12-05T07:00:00Z,2021-12-05T06:00:00Z,PT60M,0,0,0
2021-12-05T08:00:00Z,2021-12-05T07:00:00Z,PT60M,0,0,0
2021-12-05T09:00:00Z,2021-12-05T08:00:00Z,PT60M,0,0,0
2021-12-05T10:00:00Z,2021-12-05T09:00:00Z,PT60M,6,87,14
2021-12-05T11:00:00Z,2021-12-05T10:00:00Z,PT60M,38,566,156
2021-12-05T12:00:00Z,2021-12-05T11:00:00Z,PT60M,56,795,373
2021-12-05T13:00:00Z,2021-12-05T12:00:00Z,PT60M,70,901,596
2021-12-05T14:00:00Z,2021-12-05T13:00:00Z,PT60M,81,959,794
2021-12-05T15:00:00Z,2021-12-05T14:00:00Z,PT60M,89,987,947
2021-12-05T16:00:00Z,2021-12-05T15:00:00Z,PT60M,97,997,1042
2021-12-05T17:00:00Z,2021-12-05T16:00:00Z,PT60M,102,995,1075
2021-12-05T18:00:00Z,2021-12-05T17:00:00Z,PT60M,104,983,1043
2021-12-05T19:00:00Z,2021-12-05T18:00:00Z,PT60M,103,960,950
2021-12-05T20:00:00Z,2021-12-05T19:00:00Z,PT60M,98,921,801
2021-12-05T21:00:00Z,2021-12-05T20:00:00Z,PT60M,89,856,608
2021-12-05T22:00:00Z,2021-12-05T21:00:00Z,PT60M,73,743,388
2021-12-05T23:00:00Z,2021-12-05T22:00:00Z,PT60M,51,519,172
2021-12-06T00:00:00Z,2021-12-05T23:00:00Z,PT60M,13,59,19
2021-12-06T01:00:00Z,2021-12-06T00:00:00Z,PT60M,0,0,0
2021-12-06T02:00:00Z,2021-12-06T01:00:00Z,PT60M,0,0,0
2021-12-06T03:00:00Z,2021-12-06T02:00:00Z,PT60M,0,0,0
2021-12-06T04:00:00Z,2021-12-06T03:00:00Z,PT60M,0,0,0
2021-12-06T05:00:00Z,2021-12-06T04:00:00Z,PT60M,0,0,0
2021-12-06T06:00:00Z,2021-12-06T05:00:00Z,PT60M,0,0,0
2021-12-06T07:00:00Z,2021-12-06T06:00:00Z,PT60M,0,0,0
2021-12-06T08:00:00Z,2021-12-06T07:00:00Z,PT60M,0,0,0
2021-12-06T09:00:00Z,2021-12-06T08:00:00Z,PT60M,0,0,0
2021-12-06T10:00:00Z,2021-12-06T09:00:00Z,PT60M,8,43,12
2021-12-06T11:00:00Z,2021-12-06T10:00:00Z,PT60M,93,26,96
2021-12-06T12:00:00Z,2021-12-06T11:00:00Z,PT60M,197,0,197
2021-12-06T13:00:00Z,2021-12-06T12:00:00Z,PT60M,233,0,233
2021-12-06T14:00:00Z,2021-12-06T13:00:00Z,PT60M,326,223,502
2021-12-06T15:00:00Z,2021-12-06T14:00:00Z,PT60M,164,838,894
2021-12-06T16:00:00Z,2021-12-06T15:00:00Z,PT60M,154,890,998
2021-12-06T17:00:00Z,2021-12-06T16:00:00Z,PT60M,159,892,1033
2021-12-06T18:00:00Z,2021-12-06T17:00:00Z,PT60M,158,887,1006
2021-12-06T19:00:00Z,2021-12-06T18:00:00Z,PT60M,146,875,919
2021-12-06T20:00:00Z,2021-12-06T19:00:00Z,PT60M,136,834,774
2021-12-06T21:00:00Z,2021-12-06T20:00:00Z,PT60M,121,762,584
2021-12-06T22:00:00Z,2021-12-06T21:00:00Z,PT60M,96,643,370
2021-12-06T23:00:00Z,2021-12-06T22:00:00Z,PT60M,63,402,160
2021-12-07T00:00:00Z,2021-12-06T23:00:00Z,PT60M,14,29,17
2021-12-07T01:00:00Z,2021-12-07T00:00:00Z,PT60M,0,0,0
2021-12-07T02:00:00Z,2021-12-07T01:00:00Z,PT60M,0,0,0
2021-12-07T03:00:00Z,2021-12-07T02:00:00Z,PT60M,0,0,0
2021-12-07T04:00:00Z,2021-12-07T03:00:00Z,PT60M,0,0,0
2021-12-07T05:00:00Z,2021-12-07T04:00:00Z,PT60M,0,0,0
2021-12-07T06:00:00Z,2021-12-07T05:00:00Z,PT60M,0,0,0
2021-12-07T07:00:00Z,2021-12-07T06:00:00Z,PT60M,0,0,0
2021-12-07T08:00:00Z,2021-12-07T07:00:00Z,PT60M,0,0,0
2021-12-07T09:00:00Z,2021-12-07T08:00:00Z,PT60M,0,0,0
2021-12-07T10:00:00Z,2021-12-07T09:00:00Z,PT60M,9,0,9
2021-12-07T11:00:00Z,2021-12-07T10:00:00Z,PT60M,70,0,70
2021-12-07T12:00:00Z,2021-12-07T11:00:00Z,PT60M,136,0,136
2021-12-07T13:00:00Z,2021-12-07T12:00:00Z,PT60M,232,0,232
2021-12-07T14:00:00Z,2021-12-07T13:00:00Z,PT60M,364,0,364
2021-12-07T15:00:00Z,2021-12-07T14:00:00Z,PT60M,497,195,671
2021-12-07T16:00:00Z,2021-12-07T15:00:00Z,PT60M,192,835,987
2021-12-07T17:00:00Z,2021-12-07T16:00:00Z,PT60M,117,969,1065
2021-12-07T18:00:00Z,2021-12-07T17:00:00Z,PT60M,112,971,1042
2021-12-07T19:00:00Z,2021-12-07T18:00:00Z,PT60M,105,962,955
2021-12-07T20:00:00Z,2021-12-07T19:00:00Z,PT60M,97,932,810
2021-12-07T21:00:00Z,2021-12-07T20:00:00Z,PT60M,84,875,617
2021-12-07T22:00:00Z,2021-12-07T21:00:00Z,PT60M,68,772,398
2021-12-07T23:00:00Z,2021-12-07T22:00:00Z,PT60M,46,572,182
2021-12-08T00:00:00Z,2021-12-07T23:00:00Z,PT60M,13,83,22
2021-12-08T01:00:00Z,2021-12-08T00:00:00Z,PT60M,0,0,0
2021-12-08T02:00:00Z,2021-12-08T01:00:00Z,PT60M,0,0,0
2021-12-08T03:00:00Z,2021-12-08T02:00:00Z,PT60M,0,0,0
2021-12-08T04:00:00Z,2021-12-08T03:00:00Z,PT60M,0,0,0
2021-12-08T05:00:00Z,2021-12-08T04:00:00Z,PT60M,0,0,0
2021-12-08T06:00:00Z,2021-12-08T05:00:00Z,PT60M,0,0,0
2021-12-08T07:00:00Z,2021-12-08T06:00:00Z,PT60M,0,0,0
2021-12-08T08:00:00Z,2021-12-08T07:00:00Z,PT60M,0,0,0
2021-12-08T09:00:00Z,2021-12-08T08:00:00Z,PT60M,0,0,0
