PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,Dhi,Dni,Ghi,RelativeHumidity,WindSpeed10m
2020-09-26T07:00:00Z,2020-09-26T06:00:00Z,PT60M,9.6,31.5,0,0,0,87.7,0.8
2020-09-26T08:00:00Z,2020-09-26T07:00:00Z,PT60M,9.4,32.1,0,0,0,87.1,0.5
2020-09-26T09:00:00Z,2020-09-26T08:00:00Z,PT60M,9.2,42.8,0,0,0,87.0,0.9
2020-09-26T10:00:00Z,2020-09-26T09:00:00Z,PT60M,8.8,35.8,0,0,0,88.1,1.3
2020-09-26T11:00:00Z,2020-09-26T10:00:00Z,PT60M,9.5,11.6,12,20,13,86.2,1.0
2020-09-26T12:00:00Z,2020-09-26T11:00:00Z,PT60M,11.6,35.5,108,0,108,76.6,1.2
2020-09-26T13:00:00Z,2020-09-26T12:00:00Z,PT60M,13.5,54.3,185,0,185,67.4,2.4
2020-09-26T14:00:00Z,2020-09-26T13:00:00Z,PT60M,14.3,62.6,235,0,235,65.1,3.5
2020-09-26T15:00:00Z,2020-09-26T14:00:00Z,PT60M,14.5,60.1,325,0,325,65.9,3.9
2020-09-26T16:00:00Z,2020-09-26T15:00:00Z,PT60M,14.4,43.2,522,1,523,67.7,3.9
2020-09-26T17:00:00Z,2020-09-26T16:00:00Z,PT60M,14.2,35.6,592,29,618,69.2,3.9
2020-09-26T18:00:00Z,2020-09-26T17:00:00Z,PT60M,14.2,27.4,520,174,673,69.1,3.9
2020-09-26T19:00:00Z,2020-09-26T18:00:00Z,PT60M,14.2,20.1,388,339,660,68.8,4.1
2020-09-26T20:00:00Z,2020-09-26T19:00:00Z,PT60M,14.0,37.8,399,15,409,69.9,3.9
2020-09-26T21:00:00Z,2020-09-26T20:00:00Z,PT60M,13.7,25.5,257,151,325,71.5,3.6
2020-09-26T22:00:00Z,2020-09-26T21:00:00Z,PT60M,13.3,22.6,127,112,158,73.5,3.3
2020-09-26T23:00:00Z,2020-09-26T22:00:00Z,PT60M,12.0,31.4,17,12,18,79.9,3.0
2020-09-27T00:00:00Z,2020-09-26T23:00:00Z,PT60M,10.6,27.7,0,0,0,86.7,3.0
2020-09-27T01:00:00Z,2020-09-27T00:00:00Z,PT60M,10.2,16.6,0,0,0,88.0,2.7
2020-09-27T02:00:00Z,2020-09-27T01:00:00Z,PT60M,10.0,31.4,0,0,0,87.7,2.4
2020-09-27T03:00:00Z,2020-09-27T02:00:00Z,PT60M,9.9,27.8,0,0,0,87.2,1.9
2020-09-27T04:00:00Z,2020-09-27T03:00:00Z,PT60M,9.7,4.8,0,0,0,87.4,1.2
2020-09-27T05:00:00Z,2020-09-27T04:00:00Z,PT60M,9.4,10.5,0,0,0,87.4,0.5
2020-09-27T06:00:00Z,2020-09-27T05:00:00Z,PT60M,9.2,20.8,0,0,0,87.0,0.6
2020-09-27T07:00:00Z,2020-09-27T06:00:00Z,PT60M,9.1,36.6,0,0,0,86.6,0.7
2020-09-27T08:00:00Z,2020-09-27T07:00:00Z,PT60M,8.9,35.6,0,0,0,87.2,0.9
2020-09-27T09:00:00Z,2020-09-27T08:00:00Z,PT60M,8.6,34.0,0,0,0,87.8,1.1
2020-09-27T10:00:00Z,2020-09-27T09:00:00Z,PT60M,8.5,27.9,0,0,0,87.5,1.3
2020-09-27T11:00:00Z,2020-09-27T10:00:00Z,PT60M,9.3,6.8,12,29,15,85.5,1.4
2020-09-27T12:00:00Z,2020-09-27T11:00:00Z,PT60M,11.6,25.2,122,38,131,76.5,1.6
2020-09-27T13:00:00Z,2020-09-27T12:00:00Z,PT60M,13.2,24.5,246,147,317,68.7,2.5
2020-09-27T14:00:00Z,2020-09-27T13:00:00Z,PT60M,14.0,19.8,324,293,515,65.2,3.3
2020-09-27T15:00:00Z,2020-09-27T14:00:00Z,PT60M,14.6,49.9,396,15,407,62.7,3.8
2020-09-27T16:00:00Z,2020-09-27T15:00:00Z,PT60M,14.7,45.5,477,36,510,61.1,3.7
2020-09-27T17:00:00Z,2020-09-27T16:00:00Z,PT60M,14.9,4.7,212,784,928,58.2,3.4
2020-09-27T18:00:00Z,2020-09-27T17:00:00Z,PT60M,15.3,0.4,128,916,937,55.9,3.4
2020-09-27T19:00:00Z,2020-09-27T18:00:00Z,PT60M,15.4,0.0,100,928,839,56.2,3.7
2020-09-27T20:00:00Z,2020-09-27T19:00:00Z,PT60M,14.9,0.0,90,882,668,58.5,3.5
2020-09-27T21:00:00Z,2020-09-27T20:00:00Z,PT60M,14.4,0.2,79,780,448,61.4,2.9
2020-09-27T22:00:00Z,2020-09-27T21:00:00Z,PT60M,13.9,1.7,60,550,206,64.4,2.7
2020-09-27T23:00:00Z,2020-09-27T22:00:00Z,PT60M,12.2,6.0,14,87,24,72.7,2.2
2020-09-28T00:00:00Z,2020-09-27T23:00:00Z,PT60M,11.0,27.3,0,0,0,79.7,2.3
2020-09-28T01:00:00Z,2020-09-28T00:00:00Z,PT60M,11.0,35.7,0,0,0,79.9,2.6
2020-09-28T02:00:00Z,2020-09-28T01:00:00Z,PT60M,10.7,31.7,0,0,0,80.6,1.7
2020-09-28T03:00:00Z,2020-09-28T02:00:00Z,PT60M,10.5,26.1,0,0,0,80.2,0.5
2020-09-28T04:00:00Z,2020-09-28T03:00:00Z,PT60M,10.3,16.2,0,0,0,80.6,0.3
2020-09-28T05:00:00Z,2020-09-28T04:00:00Z,PT60M,9.8,19.8,0,0,0,83.6,0.5
2020-09-28T06:00:00Z,2020-09-28T05:00:00Z,PT60M,9.4,15.9,0,0,0,86.2,0.1
2020-09-28T07:00:00Z,2020-09-28T06:00:00Z,PT60M,9.0,18.7,0,0,0,87.8,0.6
2020-09-28T08:00:00Z,2020-09-28T07:00:00Z,PT60M,9.0,9.2,0,0,0,88.5,0.4
2020-09-28T09:00:00Z,2020-09-28T08:00:00Z,PT60M,9.2,0.1,0,0,0,88.0,1.0
2020-09-28T10:00:00Z,2020-09-28T09:00:00Z,PT60M,9.3,0.9,0,0,0,86.5,1.2
2020-09-28T11:00:00Z,2020-09-28T10:00:00Z,PT60M,10.1,4.1,13,25,15,81.5,1.2
2020-09-28T12:00:00Z,2020-09-28T11:00:00Z,PT60M,11.5,40.8,101,0,101,75.2,1.2
2020-09-28T13:00:00Z,2020-09-28T12:00:00Z,PT60M,12.5,54.9,187,0,187,73.0,1.9
2020-09-28T14:00:00Z,2020-09-28T13:00:00Z,PT60M,12.7,55.8,278,0,278,73.8,2.2
2020-09-28T15:00:00Z,2020-09-28T14:00:00Z,PT60M,12.8,58.3,336,0,336,74.1,2.3
2020-09-28T16:00:00Z,2020-09-28T15:00:00Z,PT60M,13.0,55.7,405,0,405,72.5,1.9
2020-09-28T17:00:00Z,2020-09-28T16:00:00Z,PT60M,13.8,53.7,443,0,443,67.3,1.9
2020-09-28T18:00:00Z,2020-09-28T17:00:00Z,PT60M,14.6,49.8,462,2,464,63.5,2.6
2020-09-28T19:00:00Z,2020-09-28T18:00:00Z,PT60M,14.4,21.6,401,318,646,65.3,3.1
2020-09-28T20:00:00Z,2020-09-28T19:00:00Z,PT60M,14.1,1.5,121,811,653,66.9,2.0
2020-09-28T21:00:00Z,2020-09-28T20:00:00Z,PT60M,14.3,1.5,96,726,439,66.0,1.7
2020-09-28T22:00:00Z,2020-09-28T21:00:00Z,PT60M,13.8,0.6,60,558,206,68.0,2.2
2020-09-28T23:00:00Z,2020-09-28T22:00:00Z,PT60M,12.2,5.4,13,95,24,76.2,1.6
2020-09-29T00:00:00Z,2020-09-28T23:00:00Z,PT60M,11.1,25.4,0,0,0,83.1,1.4
2020-09-29T01:00:00Z,2020-09-29T00:00:00Z,PT60M,11.0,1.0,0,0,0,84.5,2.1
2020-09-29T02:00:00Z,2020-09-29T01:00:00Z,PT60M,10.5,1.3,0,0,0,86.2,2.2
2020-09-29T03:00:00Z,2020-09-29T02:00:00Z,PT60M,10.2,1.6,0,0,0,86.7,1.1
2020-09-29T04:00:00Z,2020-09-29T03:00:00Z,PT60M,10.1,22.4,0,0,0,86.2,0.4
2020-09-29T05:00:00Z,2020-09-29T04:00:00Z,PT60M,9.8,39.6,0,0,0,86.7,0.1
2020-09-29T06:00:00Z,2020-09-29T05:00:00Z,PT60M,9.4,34.8,0,0,0,87.9,0.2
2020-09-29T07:00:00Z,2020-09-29T06:00:00Z,PT60M,9.0,27.9,0,0,0,88.7,0.5
2020-09-29T08:00:00Z,2020-09-29T07:00:00Z,PT60M,8.6,19.1,0,0,0,89.0,0.2
2020-09-29T09:00:00Z,2020-09-29T08:00:00Z,PT60M,8.3,26.8,0,0,0,89.5,0.6
2020-09-29T10:00:00Z,2020-09-29T09:00:00Z,PT60M,8.3,27.6,0,0,0,89.0,0.4
2020-09-29T11:00:00Z,2020-09-29T10:00:00Z,PT60M,9.2,8.7,14,19,16,86.8,0.5
2020-09-29T12:00:00Z,2020-09-29T11:00:00Z,PT60M,11.2,32.7,125,0,125,81.2,0.6
2020-09-29T13:00:00Z,2020-09-29T12:00:00Z,PT60M,13.1,23.8,249,154,326,73.6,1.8
2020-09-29T14:00:00Z,2020-09-29T13:00:00Z,PT60M,14.1,10.2,230,527,582,69.7,3.1
2020-09-29T15:00:00Z,2020-09-29T14:00:00Z,PT60M,14.2,0.2,127,868,817,70.2,3.2
2020-09-29T16:00:00Z,2020-09-29T15:00:00Z,PT60M,14.1,0.0,113,923,931,71.1,3.1
2020-09-29T17:00:00Z,2020-09-29T16:00:00Z,PT60M,14.4,0.0,114,932,969,70.2,3.3
2020-09-29T18:00:00Z,2020-09-29T17:00:00Z,PT60M,14.8,0.0,113,926,935,68.1,3.7
2020-09-29T19:00:00Z,2020-09-29T18:00:00Z,PT60M,15.0,0.0,108,903,830,66.8,3.9
2020-09-29T20:00:00Z,2020-09-29T19:00:00Z,PT60M,14.8,0.0,97,854,660,67.5,3.6
2020-09-29T21:00:00Z,2020-09-29T20:00:00Z,PT60M,14.6,0.0,80,764,444,68.2,3.1
2020-09-29T22:00:00Z,2020-09-29T21:00:00Z,PT60M,14.5,0.0,54,579,208,68.4,2.9
2020-09-29T23:00:00Z,2020-09-29T22:00:00Z,PT60M,13.4,4.0,12,123,26,73.6,2.7
2020-09-30T00:00:00Z,2020-09-29T23:00:00Z,PT60M,12.3,24.6,0,0,0,79.4,2.7
2020-09-30T01:00:00Z,2020-09-30T00:00:00Z,PT60M,12.2,1.0,0,0,0,79.8,2.9
2020-09-30T02:00:00Z,2020-09-30T01:00:00Z,PT60M,12.1,0.0,0,0,0,79.8,2.8
2020-09-30T03:00:00Z,2020-09-30T02:00:00Z,PT60M,11.8,0.0,0,0,0,80.9,2.3
2020-09-30T04:00:00Z,2020-09-30T03:00:00Z,PT60M,11.5,0.0,0,0,0,82.7,1.2
2020-09-30T05:00:00Z,2020-09-30T04:00:00Z,PT60M,11.3,1.0,0,0,0,84.4,0.3
2020-09-30T06:00:00Z,2020-09-30T05:00:00Z,PT60M,10.9,4.4,0,0,0,86.1,0.5
2020-09-30T07:00:00Z,2020-09-30T06:00:00Z,PT60M,10.7,33.9,0,0,0,86.8,0.6
2020-09-30T08:00:00Z,2020-09-30T07:00:00Z,PT60M,10.5,35.3,0,0,0,87.1,0.3
2020-09-30T09:00:00Z,2020-09-30T08:00:00Z,PT60M,10.2,32.5,0,0,0,87.6,0.9
2020-09-30T10:00:00Z,2020-09-30T09:00:00Z,PT60M,9.8,26.6,0,0,0,87.7,0.9
2020-09-30T11:00:00Z,2020-09-30T10:00:00Z,PT60M,10.2,5.3,14,39,17,84.7,0.3
2020-09-30T12:00:00Z,2020-09-30T11:00:00Z,PT60M,12.1,36.9,119,0,119,76.5,0.9
2020-09-30T13:00:00Z,2020-09-30T12:00:00Z,PT60M,13.8,56.9,182,0,182,69.1,2.4
2020-09-30T14:00:00Z,2020-09-30T13:00:00Z,PT60M,14.5,66.5,218,0,218,66.5,3.0
2020-09-30T15:00:00Z,2020-09-30T14:00:00Z,PT60M,15.0,46.9,424,25,445,65.4,3.3
2020-09-30T16:00:00Z,2020-09-30T15:00:00Z,PT60M,15.4,26.7,504,209,689,63.5,3.4
2020-09-30T17:00:00Z,2020-09-30T16:00:00Z,PT60M,15.7,18.2,415,421,802,61.7,3.6
2020-09-30T18:00:00Z,2020-09-30T17:00:00Z,PT60M,15.9,9.8,285,637,851,61.0,3.7
2020-09-30T19:00:00Z,2020-09-30T18:00:00Z,PT60M,15.7,2.5,140,843,816,62.0,3.6
2020-09-30T20:00:00Z,2020-09-30T19:00:00Z,PT60M,15.3,1.6,111,824,655,63.9,3.3
2020-09-30T21:00:00Z,2020-09-30T20:00:00Z,PT60M,14.8,1.3,88,742,442,66.0,3.0
2020-09-30T22:00:00Z,2020-09-30T21:00:00Z,PT60M,14.2,1.2,59,562,208,69.1,2.7
2020-09-30T23:00:00Z,2020-09-30T22:00:00Z,PT60M,13.0,6.7,14,100,25,75.0,2.4
2020-10-01T00:00:00Z,2020-09-30T23:00:00Z,PT60M,12.2,27.0,0,0,0,80.1,2.7
2020-10-01T01:00:00Z,2020-10-01T00:00:00Z,PT60M,12.1,2.2,0,0,0,81.2,3.1
2020-10-01T02:00:00Z,2020-10-01T01:00:00Z,PT60M,11.9,1.2,0,0,0,80.4,2.7
2020-10-01T03:00:00Z,2020-10-01T02:00:00Z,PT60M,11.8,22.0,0,0,0,79.1,2.0
2020-10-01T04:00:00Z,2020-10-01T03:00:00Z,PT60M,11.7,23.6,0,0,0,78.8,1.5
2020-10-01T05:00:00Z,2020-10-01T04:00:00Z,PT60M,11.5,23.6,0,0,0,79.1,1.4
2020-10-01T06:00:00Z,2020-10-01T05:00:00Z,PT60M,11.2,16.6,0,0,0,80.4,1.4
2020-10-01T07:00:00Z,2020-10-01T06:00:00Z,PT60M,11.0,9.6,0,0,0,82.5,1.2
2020-10-01T08:00:00Z,2020-10-01T07:00:00Z,PT60M,10.7,0.0,0,0,0,84.6,1.2
2020-10-01T09:00:00Z,2020-10-01T08:00:00Z,PT60M,10.5,0.0,0,0,0,86.4,0.8
2020-10-01T10:00:00Z,2020-10-01T09:00:00Z,PT60M,10.4,4.0,0,0,0,86.2,0.1
2020-10-01T11:00:00Z,2020-10-01T10:00:00Z,PT60M,11.1,3.0,16,48,20,81.3,0.1
2020-10-01T12:00:00Z,2020-10-01T11:00:00Z,PT60M,12.3,35.0,123,1,123,76.5,0.8
2020-10-01T13:00:00Z,2020-10-01T12:00:00Z,PT60M,13.6,48.9,219,0,219,72.4,2.2
2020-10-01T14:00:00Z,2020-10-01T13:00:00Z,PT60M,14.3,56.8,277,0,277,69.7,2.9
2020-10-01T15:00:00Z,2020-10-01T14:00:00Z,PT60M,14.7,68.0,263,0,263,69.4,3.3
2020-10-01T16:00:00Z,2020-10-01T15:00:00Z,PT60M,14.9,65.5,320,0,320,68.7,3.7
2020-10-01T17:00:00Z,2020-10-01T16:00:00Z,PT60M,15.1,71.7,274,0,274,67.3,3.7
2020-10-01T18:00:00Z,2020-10-01T17:00:00Z,PT60M,15.4,59.6,376,0,376,65.3,3.8
2020-10-01T19:00:00Z,2020-10-01T18:00:00Z,PT60M,15.4,19.0,339,421,666,65.5,4.0
2020-10-01T20:00:00Z,2020-10-01T19:00:00Z,PT60M,15.1,2.6,143,755,643,66.8,3.9
2020-10-01T21:00:00Z,2020-10-01T20:00:00Z,PT60M,14.9,1.8,105,689,435,67.4,3.4
2020-10-01T22:00:00Z,2020-10-01T21:00:00Z,PT60M,14.9,1.7,68,503,203,67.3,3.0
2020-10-01T23:00:00Z,2020-10-01T22:00:00Z,PT60M,13.9,6.1,15,82,25,71.4,3.1
2020-10-02T00:00:00Z,2020-10-01T23:00:00Z,PT60M,12.5,25.0,0,0,0,78.9,3.3
2020-10-02T01:00:00Z,2020-10-02T00:00:00Z,PT60M,12.1,26.6,0,0,0,81.2,3.2
2020-10-02T02:00:00Z,2020-10-02T01:00:00Z,PT60M,12.1,21.6,0,0,0,81.0,3.1
2020-10-02T03:00:00Z,2020-10-02T02:00:00Z,PT60M,12.0,19.6,0,0,0,81.5,3.0
2020-10-02T04:00:00Z,2020-10-02T03:00:00Z,PT60M,11.9,11.4,0,0,0,81.0,2.2
2020-10-02T05:00:00Z,2020-10-02T04:00:00Z,PT60M,11.9,7.3,0,0,0,80.0,1.7
2020-10-02T06:00:00Z,2020-10-02T05:00:00Z,PT60M,11.5,7.2,0,0,0,82.8,2.2
2020-10-02T07:00:00Z,2020-10-02T06:00:00Z,PT60M,11.0,5.5,0,0,0,86.6,1.8
2020-10-02T08:00:00Z,2020-10-02T07:00:00Z,PT60M,10.8,0.0,0,0,0,87.9,0.4
2020-10-02T09:00:00Z,2020-10-02T08:00:00Z,PT60M,10.8,0.0,0,0,0,86.8,0.7
2020-10-02T10:00:00Z,2020-10-02T09:00:00Z,PT60M,10.7,0.0,0,0,0,85.7,0.6
2020-10-02T11:00:00Z,2020-10-02T10:00:00Z,PT60M,11.1,5.7,18,17,20,82.2,0.4
2020-10-02T12:00:00Z,2020-10-02T11:00:00Z,PT60M,12.2,32.5,132,2,132,76.4,0.9
2020-10-02T13:00:00Z,2020-10-02T12:00:00Z,PT60M,13.3,44.5,241,0,241,71.2,2.1
2020-10-02T14:00:00Z,2020-10-02T13:00:00Z,PT60M,14.2,45.2,359,4,362,67.2,2.9
2020-10-02T15:00:00Z,2020-10-02T14:00:00Z,PT60M,14.9,28.8,473,146,587,65.9,3.9
2020-10-02T16:00:00Z,2020-10-02T15:00:00Z,PT60M,15.3,56.5,406,0,406,65.2,4.5
2020-10-02T17:00:00Z,2020-10-02T16:00:00Z,PT60M,15.4,60.1,390,0,390,64.9,4.4
2020-10-02T18:00:00Z,2020-10-02T17:00:00Z,PT60M,15.7,52.1,450,0,450,62.8,4.5
2020-10-02T19:00:00Z,2020-10-02T18:00:00Z,PT60M,15.9,44.6,459,0,459,61.6,4.8
2020-10-02T20:00:00Z,2020-10-02T19:00:00Z,PT60M,15.5,39.5,394,7,398,64.0,4.4
2020-10-02T21:00:00Z,2020-10-02T20:00:00Z,PT60M,15.1,31.1,283,50,304,65.8,3.8
2020-10-02T22:00:00Z,2020-10-02T21:00:00Z,PT60M,14.9,26.8,139,46,153,66.5,3.5
2020-10-02T23:00:00Z,2020-10-02T22:00:00Z,PT60M,13.7,14.8,20,8,20,72.0,3.8
2020-10-03T00:00:00Z,2020-10-02T23:00:00Z,PT60M,12.3,41.1,0,0,0,80.0,3.2
2020-10-03T01:00:00Z,2020-10-03T00:00:00Z,PT60M,12.0,36.8,0,0,0,82.0,2.8
2020-10-03T02:00:00Z,2020-10-03T01:00:00Z,PT60M,11.9,24.3,0,0,0,81.3,2.9
2020-10-03T03:00:00Z,2020-10-03T02:00:00Z,PT60M,11.9,2.7,0,0,0,80.5,2.6
2020-10-03T04:00:00Z,2020-10-03T03:00:00Z,PT60M,12.0,11.3,0,0,0,79.7,2.0
2020-10-03T05:00:00Z,2020-10-03T04:00:00Z,PT60M,11.8,13.3,0,0,0,80.6,2.2
2020-10-03T06:00:00Z,2020-10-03T05:00:00Z,PT60M,11.5,28.8,0,0,0,83.0,2.3
2020-10-03T07:00:00Z,2020-10-03T06:00:00Z,PT60M,11.2,29.5,0,0,0,85.6,1.6
2020-10-03T08:00:00Z,2020-10-03T07:00:00Z,PT60M,10.9,13.9,0,0,0,86.9,0.7
2020-10-03T09:00:00Z,2020-10-03T08:00:00Z,PT60M,10.9,10.8,0,0,0,87.2,0.5
2020-10-03T10:00:00Z,2020-10-03T09:00:00Z,PT60M,10.6,24.4,0,0,0,87.5,0.3
2020-10-03T11:00:00Z,2020-10-03T10:00:00Z,PT60M,11.2,13.9,19,3,19,83.2,0.1
2020-10-03T12:00:00Z,2020-10-03T11:00:00Z,PT60M,12.7,42.9,115,0,115,75.7,0.8
2020-10-03T13:00:00Z,2020-10-03T12:00:00Z,PT60M,14.1,54.2,201,0,201,69.4,2.2
2020-10-03T14:00:00Z,2020-10-03T13:00:00Z,PT60M,14.6,58.9,270,0,270,67.5,3.4
2020-10-03T15:00:00Z,2020-10-03T14:00:00Z,PT60M,14.8,59.0,344,0,344,67.6,3.6
2020-10-03T16:00:00Z,2020-10-03T15:00:00Z,PT60M,15.3,36.0,573,33,603,65.7,3.9
2020-10-03T17:00:00Z,2020-10-03T16:00:00Z,PT60M,15.7,26.6,499,240,722,62.9,4.4
2020-10-03T18:00:00Z,2020-10-03T17:00:00Z,PT60M,16.4,6.8,243,716,884,60.0,5.0
2020-10-03T19:00:00Z,2020-10-03T18:00:00Z,PT60M,16.9,3.5,169,799,814,58.3,4.5
2020-10-03T20:00:00Z,2020-10-03T19:00:00Z,PT60M,16.8,3.5,144,759,649,59.0,4.5
2020-10-03T21:00:00Z,2020-10-03T20:00:00Z,PT60M,16.1,3.9,111,673,438,62.6,4.1
2020-10-03T22:00:00Z,2020-10-03T21:00:00Z,PT60M,15.1,3.1,68,522,209,67.4,2.7
2020-10-03T23:00:00Z,2020-10-03T22:00:00Z,PT60M,13.7,6.3,15,102,27,73.1,1.6
2020-10-04T00:00:00Z,2020-10-03T23:00:00Z,PT60M,12.8,28.8,0,0,0,77.7,2.0
2020-10-04T01:00:00Z,2020-10-04T00:00:00Z,PT60M,12.8,4.6,0,0,0,77.2,3.1
2020-10-04T02:00:00Z,2020-10-04T01:00:00Z,PT60M,12.7,7.6,0,0,0,74.8,3.5
2020-10-04T03:00:00Z,2020-10-04T02:00:00Z,PT60M,12.4,18.4,0,0,0,74.2,2.7
2020-10-04T04:00:00Z,2020-10-04T03:00:00Z,PT60M,12.0,28.6,0,0,0,75.5,2.3
2020-10-04T05:00:00Z,2020-10-04T04:00:00Z,PT60M,11.7,30.2,0,0,0,77.1,2.1
2020-10-04T06:00:00Z,2020-10-04T05:00:00Z,PT60M,11.4,31.0,0,0,0,78.3,1.5
2020-10-04T07:00:00Z,2020-10-04T06:00:00Z,PT60M,11.3,35.1,0,0,0,78.8,1.2
2020-10-04T08:00:00Z,2020-10-04T07:00:00Z,PT60M,10.8,34.1,0,0,0,80.2,2.0
2020-10-04T09:00:00Z,2020-10-04T08:00:00Z,PT60M,10.4,29.4,0,0,0,81.2,1.7
2020-10-04T10:00:00Z,2020-10-04T09:00:00Z,PT60M,10.4,18.8,0,0,0,80.6,0.9
2020-10-04T11:00:00Z,2020-10-04T10:00:00Z,PT60M,11.4,4.8,18,77,25,74.5,1.1
2020-10-04T12:00:00Z,2020-10-04T11:00:00Z,PT60M,13.4,24.8,128,141,161,66.7,1.5
2020-10-04T13:00:00Z,2020-10-04T12:00:00Z,PT60M,14.7,40.3,264,10,268,62.9,2.2
2020-10-04T14:00:00Z,2020-10-04T13:00:00Z,PT60M,15.2,49.4,328,14,337,61.0,2.3
2020-10-04T15:00:00Z,2020-10-04T14:00:00Z,PT60M,15.7,60.4,336,0,336,59.0,2.5
2020-10-04T16:00:00Z,2020-10-04T15:00:00Z,PT60M,16.0,64.1,344,0,344,57.9,3.4
2020-10-04T17:00:00Z,2020-10-04T16:00:00Z,PT60M,16.2,54.3,454,0,454,58.0,3.7
2020-10-04T18:00:00Z,2020-10-04T17:00:00Z,PT60M,16.2,39.0,567,18,582,59.6,3.8
2020-10-04T19:00:00Z,2020-10-04T18:00:00Z,PT60M,16.2,17.7,375,399,697,60.2,4.1
2020-10-04T20:00:00Z,2020-10-04T19:00:00Z,PT60M,15.9,4.5,165,721,643,61.0,4.5
2020-10-04T21:00:00Z,2020-10-04T20:00:00Z,PT60M,15.2,2.5,110,688,443,64.5,3.9
2020-10-04T22:00:00Z,2020-10-04T21:00:00Z,PT60M,14.7,2.0,70,513,210,67.2,3.1
2020-10-04T23:00:00Z,2020-10-04T22:00:00Z,PT60M,13.5,6.0,16,89,27,73.2,2.7
2020-10-05T00:00:00Z,2020-10-04T23:00:00Z,PT60M,12.5,27.9,0,0,0,78.6,2.8
2020-10-05T01:00:00Z,2020-10-05T00:00:00Z,PT60M,12.4,2.3,0,0,0,77.9,3.1
2020-10-05T02:00:00Z,2020-10-05T01:00:00Z,PT60M,12.2,0.8,0,0,0,77.0,3.1
2020-10-05T03:00:00Z,2020-10-05T02:00:00Z,PT60M,11.9,0.2,0,0,0,77.9,2.1
2020-10-05T04:00:00Z,2020-10-05T03:00:00Z,PT60M,11.6,22.1,0,0,0,79.8,0.7
2020-10-05T05:00:00Z,2020-10-05T04:00:00Z,PT60M,11.2,27.2,0,0,0,81.4,0.3
2020-10-05T06:00:00Z,2020-10-05T05:00:00Z,PT60M,11.0,25.8,0,0,0,81.4,1.0
2020-10-05T07:00:00Z,2020-10-05T06:00:00Z,PT60M,10.8,33.5,0,0,0,81.1,1.8
2020-10-05T08:00:00Z,2020-10-05T07:00:00Z,PT60M,10.6,32.5,0,0,0,82.3,1.4
2020-10-05T09:00:00Z,2020-10-05T08:00:00Z,PT60M,10.2,27.0,0,0,0,84.0,0.3
2020-10-05T10:00:00Z,2020-10-05T09:00:00Z,PT60M,9.9,18.6,0,0,0,84.9,0.7
2020-10-05T11:00:00Z,2020-10-05T10:00:00Z,PT60M,10.7,2.3,19,80,27,80.0,0.7
2020-10-05T12:00:00Z,2020-10-05T11:00:00Z,PT60M,13.1,17.5,128,178,177,67.1,1.1
2020-10-05T13:00:00Z,2020-10-05T12:00:00Z,PT60M,15.4,16.3,196,368,386,57.3,2.7
2020-10-05T14:00:00Z,2020-10-05T13:00:00Z,PT60M,16.3,13.7,276,460,580,54.5,3.3
2020-10-05T15:00:00Z,2020-10-05T14:00:00Z,PT60M,16.5,57.2,348,12,357,55.6,3.7
2020-10-05T16:00:00Z,2020-10-05T15:00:00Z,PT60M,16.5,77.6,213,0,213,56.7,3.9
2020-10-05T17:00:00Z,2020-10-05T16:00:00Z,PT60M,16.6,78.1,216,0,216,57.0,4.1
2020-10-05T18:00:00Z,2020-10-05T17:00:00Z,PT60M,16.4,74.2,243,0,243,59.9,4.4
2020-10-05T19:00:00Z,2020-10-05T18:00:00Z,PT60M,16.3,62.7,309,0,309,62.3,4.6
2020-10-05T20:00:00Z,2020-10-05T19:00:00Z,PT60M,15.8,36.5,378,63,416,63.8,4.2
2020-10-05T21:00:00Z,2020-10-05T20:00:00Z,PT60M,15.1,2.5,124,640,431,66.4,3.6
2020-10-05T22:00:00Z,2020-10-05T21:00:00Z,PT60M,14.5,0.1,69,493,206,68.9,3.5
2020-10-05T23:00:00Z,2020-10-05T22:00:00Z,PT60M,13.3,5.2,17,75,26,74.3,3.3
2020-10-06T00:00:00Z,2020-10-05T23:00:00Z,PT60M,12.4,27.4,0,0,0,79.1,2.9
2020-10-06T01:00:00Z,2020-10-06T00:00:00Z,PT60M,12.4,6.8,0,0,0,79.0,2.7
2020-10-06T02:00:00Z,2020-10-06T01:00:00Z,PT60M,12.2,28.4,0,0,0,77.9,2.3
2020-10-06T03:00:00Z,2020-10-06T02:00:00Z,PT60M,11.9,41.9,0,0,0,78.0,1.5
2020-10-06T04:00:00Z,2020-10-06T03:00:00Z,PT60M,11.6,36.1,0,0,0,78.8,0.7
2020-10-06T05:00:00Z,2020-10-06T04:00:00Z,PT60M,11.5,27.9,0,0,0,77.8,0.3
2020-10-06T06:00:00Z,2020-10-06T05:00:00Z,PT60M,11.7,20.3,0,0,0,73.8,0.4
2020-10-06T07:00:00Z,2020-10-06T06:00:00Z,PT60M,11.8,18.6,0,0,0,71.4,0.3
2020-10-06T08:00:00Z,2020-10-06T07:00:00Z,PT60M,11.5,33.1,0,0,0,73.4,1.0
2020-10-06T09:00:00Z,2020-10-06T08:00:00Z,PT60M,11.2,31.8,0,0,0,76.1,2.0
2020-10-06T10:00:00Z,2020-10-06T09:00:00Z,PT60M,11.1,7.2,0,0,0,78.3,1.9
